,topic,model,group,npmiscore
1523,79,Topics learned by LightLDA,8.0,-0.07903
1524,79,Topics learned by LightLDA,9.0,-0.07658
1525,79,Topics learned by LightLDA,10.0,-0.12805
1526,79,Topics learned by LightLDA,11.0,-0.08471
1527,79,Topics learned by LightLDA,12.0,-0.12478
1528,79,Topics learned by LightLDA,13.0,-0.10299
1529,79,Topics learned by LightLDA,14.0,-0.11836
1530,79,Topics learned by LightLDA,15.0,-0.09863
1531,79,Topics learned by LightLDA,16.0,-0.12576
1532,79,Topics learned by LightLDA,17.0,-0.07351
1533,79,Topics learned by LightLDA,18.0,-0.13361
1534,79,Topics learned by LightLDA,19.0,-0.16731
1535,79,Topics learned by LightLDA,20.0,-0.13967
1536,79,Topics learned by LightLDA,21.0,-0.07473
1537,79,Topics learned by LightLDA,22.0,-0.13399
1538,79,Topics learned by LightLDA,23.0,-0.1246
1539,79,Topics learned by LightLDA,24.0,-0.10036
1540,79,Topics learned by LightLDA,25.0,-0.11201
1541,79,Topics learned by LightLDA,26.0,-0.15131
1542,79,Topics learned by LightLDA,27.0,-0.08209
1543,79,Topics learned by LightLDA,28.0,-0.12775
1544,79,Topics learned by LightLDA,29.0,-0.09442
1545,79,Topics learned by LightLDA,30.0,-0.08925
1546,79,Topics learned by LightLDA,31.0,-0.10279
1547,79,Topics learned by LightLDA,32.0,-0.0799
1548,79,Topics learned by LightLDA,33.0,-0.07956
1549,79,Topics learned by LightLDA,34.0,-0.11887
1550,79,Topics learned by LightLDA,35.0,-0.1098
1551,79,Topics learned by LightLDA,36.0,-0.16155
1552,79,Topics learned by LightLDA,37.0,-0.08113
1553,79,Topics learned by LightLDA,38.0,-0.11598
1554,79,Topics learned by LightLDA,39.0,-0.10753
1555,79,Topics learned by LightLDA,40.0,-0.08394
1556,79,Topics learned by LightLDA,41.0,-0.08834
1557,79,Topics learned by LightLDA,42.0,-0.06948
1558,79,Topics learned by LightLDA,43.0,-0.09324
1559,79,Topics learned by LightLDA,44.0,-0.09712
1560,79,Topics learned by LightLDA,45.0,-0.1276
1561,79,Topics learned by LightLDA,46.0,-0.09458
1562,79,Topics learned by LightLDA,47.0,-0.10169
1563,79,Topics learned by LightLDA,48.0,-0.09192
1564,79,Topics learned by LightLDA,49.0,-0.09124
1565,79,Topics learned by LightLDA,50.0,-0.11618
1566,79,Topics learned by LightLDA,51.0,-0.13622
1567,79,Topics learned by LightLDA,52.0,-0.10237
1568,79,Topics learned by LightLDA,53.0,-0.1617
1569,79,Topics learned by LightLDA,54.0,-0.09193
1570,79,Topics learned by LightLDA,55.0,-0.10869
1571,79,Topics learned by LightLDA,56.0,-0.12829
1572,79,Topics learned by LightLDA,57.0,-0.0704
1573,79,Topics learned by LightLDA,58.0,-0.15593
1574,79,Topics learned by LightLDA,59.0,-0.13669
1575,79,Topics learned by LightLDA,60.0,-0.11494
1576,79,Topics learned by LightLDA,61.0,-0.0933
1577,79,Topics learned by LightLDA,62.0,-0.09514
1578,79,Topics learned by LightLDA,63.0,-0.12609
1579,79,Topics learned by LightLDA,64.0,-0.16115
1580,79,Topics learned by LightLDA,65.0,-0.09938
1581,79,Topics learned by LightLDA,66.0,-0.13177
1582,79,Topics learned by LightLDA,67.0,-0.1027
1583,79,Topics learned by LightLDA,68.0,-0.13269
1584,79,Topics learned by LightLDA,69.0,-0.14848
1585,79,Topics learned by LightLDA,70.0,-0.13852
1586,79,Topics learned by LightLDA,71.0,-0.13983
1587,79,Topics learned by LightLDA,72.0,-0.1094
1588,79,Topics learned by LightLDA,73.0,-0.10597
1589,79,Topics learned by LightLDA,74.0,-0.10814
1590,79,Topics learned by LightLDA,75.0,-0.13582
1591,79,Topics learned by LightLDA,76.0,-0.10756
1592,79,Topics learned by LightLDA,77.0,-0.13548
1593,79,Topics learned by LightLDA,78.0,-0.08444
1594,79,Topics learned by LightLDA,79.0,-0.10079
1595,79,Topics learned by LightLDA,80.0,-0.11981
1596,79,Topics learned by LightLDA,81.0,-0.10914
1597,79,Topics learned by LightLDA,82.0,-0.14078
1598,79,Topics learned by LightLDA,83.0,-0.10474
1599,79,Topics learned by LightLDA,84.0,-0.12313
1600,79,Topics learned by LightLDA,85.0,-0.16495
1601,79,Topics learned by LightLDA,86.0,-0.12177
1602,79,Topics learned by LightLDA,87.0,-0.17142
1603,79,Topics learned by LightLDA,88.0,-0.14588
1604,79,Topics learned by LightLDA,89.0,-0.07877
1605,79,Topics learned by LightLDA,90.0,-0.12507
1606,79,Topics learned by LightLDA,91.0,-0.10985
1607,79,Topics learned by LightLDA,92.0,-0.07084
1608,79,Topics learned by LightLDA,93.0,-0.11772
1609,79,Topics learned by LightLDA,94.0,-0.10952
1610,79,Topics learned by LightLDA,95.0,-0.12758
1611,79,Topics learned by LightLDA,96.0,-0.09963
1612,79,Topics learned by LightLDA,97.0,-0.10901
1613,79,Topics learned by LightLDA,98.0,-0.07412
1614,79,Topics learned by LightLDA,99.0,-0.10905
1615,79,Topics learned by LightLDA,100.0,-0.1764
1616,97,Topics learned by LightLDA,0.0,0.07959
1617,97,Topics learned by LightLDA,1.0,0.12968
1618,97,Topics learned by LightLDA,2.0,0.18183
1619,97,Topics learned by LightLDA,3.0,0.09704
1620,97,Topics learned by LightLDA,4.0,0.07775
1621,97,Topics learned by LightLDA,5.0,-0.02166
1622,97,Topics learned by LightLDA,6.0,0.10783
1623,97,Topics learned by LightLDA,7.0,0.10136
1624,97,Topics learned by LightLDA,8.0,0.0984
1625,97,Topics learned by LightLDA,9.0,0.11758
1626,97,Topics learned by LightLDA,10.0,0.05003
1627,97,Topics learned by LightLDA,11.0,0.07285
1628,97,Topics learned by LightLDA,12.0,0.06508
1629,97,Topics learned by LightLDA,13.0,0.07008
1630,97,Topics learned by LightLDA,14.0,0.06557
1631,97,Topics learned by LightLDA,15.0,0.02408
1632,97,Topics learned by LightLDA,16.0,0.03598
1633,97,Topics learned by LightLDA,17.0,0.0696
1634,97,Topics learned by LightLDA,18.0,0.06738
1635,97,Topics learned by LightLDA,19.0,0.11427
1636,97,Topics learned by LightLDA,20.0,0.02415
1637,97,Topics learned by LightLDA,21.0,0.01132
1638,97,Topics learned by LightLDA,22.0,0.08371
1639,97,Topics learned by LightLDA,23.0,0.11221
1640,97,Topics learned by LightLDA,24.0,0.0028
1641,97,Topics learned by LightLDA,25.0,0.06332
1642,97,Topics learned by LightLDA,26.0,0.01416
1643,97,Topics learned by LightLDA,27.0,0.00011
1644,97,Topics learned by LightLDA,28.0,0.04698
1645,97,Topics learned by LightLDA,29.0,0.09249
1646,97,Topics learned by LightLDA,30.0,0.09361
1647,97,Topics learned by LightLDA,31.0,0.06049
1648,97,Topics learned by LightLDA,32.0,-0.0387
1649,97,Topics learned by LightLDA,33.0,0.01483
1650,97,Topics learned by LightLDA,34.0,0.05305
1651,97,Topics learned by LightLDA,35.0,-0.00532
1652,97,Topics learned by LightLDA,36.0,0.09303
1653,97,Topics learned by LightLDA,37.0,0.00618
1654,97,Topics learned by LightLDA,38.0,0.05785
1655,97,Topics learned by LightLDA,39.0,0.06125
1656,97,Topics learned by LightLDA,40.0,0.04802
1657,97,Topics learned by LightLDA,41.0,0.04286
1658,97,Topics learned by LightLDA,42.0,-0.02714
1659,97,Topics learned by LightLDA,43.0,0.02332
1660,97,Topics learned by LightLDA,44.0,0.03617
1661,97,Topics learned by LightLDA,45.0,0.07989
1662,97,Topics learned by LightLDA,46.0,-0.02468
1663,97,Topics learned by LightLDA,47.0,0.03186
1664,97,Topics learned by LightLDA,48.0,-0.02255
1665,97,Topics learned by LightLDA,49.0,0.03399
1666,97,Topics learned by LightLDA,50.0,0.04496
1667,97,Topics learned by LightLDA,51.0,0.05864
1668,97,Topics learned by LightLDA,52.0,0.02493
1669,97,Topics learned by LightLDA,53.0,-0.00162
1670,97,Topics learned by LightLDA,54.0,0.03735
1671,97,Topics learned by LightLDA,55.0,0.04959
1672,97,Topics learned by LightLDA,56.0,0.06654
1673,97,Topics learned by LightLDA,57.0,0.06811
1674,97,Topics learned by LightLDA,58.0,0.10477
1675,97,Topics learned by LightLDA,59.0,0.07262
1676,97,Topics learned by LightLDA,60.0,0.07797
1677,97,Topics learned by LightLDA,61.0,-0.04361
1678,97,Topics learned by LightLDA,62.0,0.0314
1679,97,Topics learned by LightLDA,63.0,0.05771
1680,97,Topics learned by LightLDA,64.0,0.06325
1681,97,Topics learned by LightLDA,65.0,0.05556
1682,97,Topics learned by LightLDA,66.0,-0.01467
1683,97,Topics learned by LightLDA,67.0,0.01383
1684,97,Topics learned by LightLDA,68.0,-0.03192
1685,97,Topics learned by LightLDA,69.0,0.01542
1686,97,Topics learned by LightLDA,70.0,0.03309
1687,97,Topics learned by LightLDA,71.0,0.0589
1688,97,Topics learned by LightLDA,72.0,0.09091
1689,97,Topics learned by LightLDA,73.0,-0.02771
1690,97,Topics learned by LightLDA,74.0,0.0821
1691,97,Topics learned by LightLDA,75.0,0.01314
1692,97,Topics learned by LightLDA,76.0,0.01876
1693,97,Topics learned by LightLDA,77.0,-0.00114
1694,97,Topics learned by LightLDA,78.0,0.04007
1695,97,Topics learned by LightLDA,79.0,0.04642
1696,97,Topics learned by LightLDA,80.0,0.06041
1697,97,Topics learned by LightLDA,81.0,0.04827
1698,97,Topics learned by LightLDA,82.0,-0.04952
1699,97,Topics learned by LightLDA,83.0,0.0672
1700,97,Topics learned by LightLDA,84.0,-0.01421
1701,97,Topics learned by LightLDA,85.0,-0.02141
1702,97,Topics learned by LightLDA,86.0,0.06018
1703,97,Topics learned by LightLDA,87.0,0.07261
1704,97,Topics learned by LightLDA,88.0,0.09226
1705,97,Topics learned by LightLDA,89.0,-0.01066
1706,97,Topics learned by LightLDA,90.0,0.06964
1707,97,Topics learned by LightLDA,91.0,0.04579
1708,97,Topics learned by LightLDA,92.0,0.00907
1709,97,Topics learned by LightLDA,93.0,-0.03374
1710,97,Topics learned by LightLDA,94.0,0.03603
1711,97,Topics learned by LightLDA,95.0,0.03771
1712,97,Topics learned by LightLDA,96.0,0.04827
1713,97,Topics learned by LightLDA,97.0,0.046
1714,97,Topics learned by LightLDA,98.0,0.06696
1715,97,Topics learned by LightLDA,99.0,0.05407
1716,97,Topics learned by LightLDA,100.0,0.04214
1717,1,Topics learned by LightLDA,0.0,-0.00208
1718,1,Topics learned by LightLDA,1.0,-0.0253
1719,1,Topics learned by LightLDA,2.0,0.00756
1720,1,Topics learned by LightLDA,3.0,-0.05137
1721,1,Topics learned by LightLDA,4.0,0.01501
1722,1,Topics learned by LightLDA,5.0,-0.07843
1723,1,Topics learned by LightLDA,6.0,-0.02048
1724,1,Topics learned by LightLDA,7.0,-0.02106
1725,1,Topics learned by LightLDA,8.0,-0.04608
1726,1,Topics learned by LightLDA,9.0,-0.06478
1727,1,Topics learned by LightLDA,10.0,-0.04053
1728,1,Topics learned by LightLDA,11.0,-0.02865
1729,1,Topics learned by LightLDA,12.0,-0.02986
1730,1,Topics learned by LightLDA,13.0,-0.04989
1731,1,Topics learned by LightLDA,14.0,-0.06222
1732,1,Topics learned by LightLDA,15.0,-0.00668
1733,1,Topics learned by LightLDA,16.0,-0.02419
1734,1,Topics learned by LightLDA,17.0,-0.13229
1735,1,Topics learned by LightLDA,18.0,-0.0768
1736,1,Topics learned by LightLDA,19.0,-0.0411
1737,1,Topics learned by LightLDA,20.0,-0.00166
1738,1,Topics learned by LightLDA,21.0,-0.06219
1739,1,Topics learned by LightLDA,22.0,-0.05463
1740,1,Topics learned by LightLDA,23.0,-0.03949
1741,1,Topics learned by LightLDA,24.0,-0.02723
1742,1,Topics learned by LightLDA,25.0,-0.05728
1743,1,Topics learned by LightLDA,26.0,-0.09042
1744,1,Topics learned by LightLDA,27.0,-0.04872
1745,1,Topics learned by LightLDA,28.0,-0.05474
1746,1,Topics learned by LightLDA,29.0,-0.05921
1747,1,Topics learned by LightLDA,30.0,-0.08331
1748,1,Topics learned by LightLDA,31.0,-0.05004
1749,1,Topics learned by LightLDA,32.0,-0.0093
1750,1,Topics learned by LightLDA,33.0,-0.09027
1751,1,Topics learned by LightLDA,34.0,-0.06436
1752,1,Topics learned by LightLDA,35.0,-0.10346
1753,1,Topics learned by LightLDA,36.0,-0.09368
1754,1,Topics learned by LightLDA,37.0,-0.08819
1755,1,Topics learned by LightLDA,38.0,-0.055
1756,1,Topics learned by LightLDA,39.0,-0.07994
1757,1,Topics learned by LightLDA,40.0,-0.12995
1758,1,Topics learned by LightLDA,41.0,-0.07277
1759,1,Topics learned by LightLDA,42.0,-0.14676
1760,1,Topics learned by LightLDA,43.0,-0.10531
1761,1,Topics learned by LightLDA,44.0,-0.1264
1762,1,Topics learned by LightLDA,45.0,-0.04079
1763,1,Topics learned by LightLDA,46.0,-0.10722
1764,1,Topics learned by LightLDA,47.0,-0.10326
1765,1,Topics learned by LightLDA,48.0,-0.09458
1766,1,Topics learned by LightLDA,49.0,-0.03522
1767,1,Topics learned by LightLDA,50.0,-0.09718
1768,1,Topics learned by LightLDA,51.0,-0.11882
1769,1,Topics learned by LightLDA,52.0,-0.08936
1770,1,Topics learned by LightLDA,53.0,-0.06411
1771,1,Topics learned by LightLDA,54.0,-0.09716
1772,1,Topics learned by LightLDA,55.0,-0.0337
1773,1,Topics learned by LightLDA,56.0,-0.05878
1774,1,Topics learned by LightLDA,57.0,-0.09573
1775,1,Topics learned by LightLDA,58.0,-0.03511
1776,1,Topics learned by LightLDA,59.0,-0.08832
1777,1,Topics learned by LightLDA,60.0,-0.10786
1778,1,Topics learned by LightLDA,61.0,-0.08786
1779,1,Topics learned by LightLDA,62.0,-0.04315
1780,1,Topics learned by LightLDA,63.0,-0.10337
1781,1,Topics learned by LightLDA,64.0,-0.10679
1782,1,Topics learned by LightLDA,65.0,-0.09543
1783,1,Topics learned by LightLDA,66.0,-0.09206
1784,1,Topics learned by LightLDA,67.0,-0.06944
1785,1,Topics learned by LightLDA,68.0,-0.14261
1786,1,Topics learned by LightLDA,69.0,-0.0351
1787,1,Topics learned by LightLDA,70.0,-0.06586
1788,1,Topics learned by LightLDA,71.0,-0.04576
1789,1,Topics learned by LightLDA,72.0,-0.05367
1790,1,Topics learned by LightLDA,73.0,-0.09262
1791,1,Topics learned by LightLDA,74.0,-0.07885
1792,1,Topics learned by LightLDA,75.0,-0.12884
1793,1,Topics learned by LightLDA,76.0,-0.08357
1794,1,Topics learned by LightLDA,77.0,-0.0758
1795,1,Topics learned by LightLDA,78.0,-0.02163
1796,1,Topics learned by LightLDA,79.0,-0.0683
1797,1,Topics learned by LightLDA,80.0,-0.12819
1798,1,Topics learned by LightLDA,81.0,-0.10813
1799,1,Topics learned by LightLDA,82.0,-0.10141
1800,1,Topics learned by LightLDA,83.0,-0.10142
1801,1,Topics learned by LightLDA,84.0,-0.06287
1802,1,Topics learned by LightLDA,85.0,-0.05401
1803,1,Topics learned by LightLDA,86.0,-0.08428
1804,1,Topics learned by LightLDA,87.0,-0.06007
1805,1,Topics learned by LightLDA,88.0,-0.07464
1806,1,Topics learned by LightLDA,89.0,-0.05432
1807,1,Topics learned by LightLDA,90.0,-0.14019
1808,1,Topics learned by LightLDA,91.0,-0.06986
1809,1,Topics learned by LightLDA,92.0,-0.05832
1810,1,Topics learned by LightLDA,93.0,-0.08534
1811,1,Topics learned by LightLDA,94.0,-0.02747
1812,1,Topics learned by LightLDA,95.0,-0.02268
1813,1,Topics learned by LightLDA,96.0,-0.11147
1814,1,Topics learned by LightLDA,97.0,-0.15461
1815,1,Topics learned by LightLDA,98.0,-0.07754
1816,1,Topics learned by LightLDA,99.0,-0.05193
1817,1,Topics learned by LightLDA,100.0,-0.03919
1818,19,Topics learned by LightLDA,0.0,0.10694
1819,19,Topics learned by LightLDA,1.0,-0.03863
1820,19,Topics learned by LightLDA,2.0,0.03474
1821,19,Topics learned by LightLDA,3.0,-0.09451
1822,19,Topics learned by LightLDA,4.0,0.0046
1823,19,Topics learned by LightLDA,5.0,-0.04299
1824,19,Topics learned by LightLDA,6.0,-0.00196
1825,19,Topics learned by LightLDA,7.0,0.04903
1826,19,Topics learned by LightLDA,8.0,-0.06621
1827,19,Topics learned by LightLDA,9.0,-0.02598
1828,19,Topics learned by LightLDA,10.0,-0.0347
1829,19,Topics learned by LightLDA,11.0,-0.02143
1830,19,Topics learned by LightLDA,12.0,-0.00072
1831,19,Topics learned by LightLDA,13.0,-0.06669
1832,19,Topics learned by LightLDA,14.0,0.00204
1833,19,Topics learned by LightLDA,15.0,-0.04013
1834,19,Topics learned by LightLDA,16.0,-0.04726
1835,19,Topics learned by LightLDA,17.0,-0.0105
1836,19,Topics learned by LightLDA,18.0,-0.05278
1837,19,Topics learned by LightLDA,19.0,-0.06785
1838,19,Topics learned by LightLDA,20.0,-0.00348
1839,19,Topics learned by LightLDA,21.0,-0.02369
1840,19,Topics learned by LightLDA,22.0,-0.03426
1841,19,Topics learned by LightLDA,23.0,-0.03169
1842,19,Topics learned by LightLDA,24.0,-0.03959
1843,19,Topics learned by LightLDA,25.0,-0.00771
1844,19,Topics learned by LightLDA,26.0,-0.08544
1845,19,Topics learned by LightLDA,27.0,-0.07504
1846,19,Topics learned by LightLDA,28.0,-0.06966
1847,19,Topics learned by LightLDA,29.0,-0.04303
1848,19,Topics learned by LightLDA,30.0,-0.03167
1849,19,Topics learned by LightLDA,31.0,-0.03962
1850,19,Topics learned by LightLDA,32.0,-0.02959
1851,19,Topics learned by LightLDA,33.0,-0.09688
1852,19,Topics learned by LightLDA,34.0,0.008
1853,19,Topics learned by LightLDA,35.0,-0.02475
1854,19,Topics learned by LightLDA,36.0,-0.01258
1855,19,Topics learned by LightLDA,37.0,-0.0703
1856,19,Topics learned by LightLDA,38.0,0.02455
1857,19,Topics learned by LightLDA,39.0,-0.07558
1858,19,Topics learned by LightLDA,40.0,-0.08835
1859,19,Topics learned by LightLDA,41.0,-0.02157
1860,19,Topics learned by LightLDA,42.0,-0.0798
1861,19,Topics learned by LightLDA,43.0,-0.01557
1862,19,Topics learned by LightLDA,44.0,-0.0787
1863,19,Topics learned by LightLDA,45.0,-0.02702
1864,19,Topics learned by LightLDA,46.0,-0.02634
1865,19,Topics learned by LightLDA,47.0,-0.05562
1866,19,Topics learned by LightLDA,48.0,-0.00731
1867,19,Topics learned by LightLDA,49.0,-0.07903
1868,19,Topics learned by LightLDA,50.0,-0.05728
1869,19,Topics learned by LightLDA,51.0,-0.04606
1870,19,Topics learned by LightLDA,52.0,-0.10299
1871,19,Topics learned by LightLDA,53.0,-0.04999
1872,19,Topics learned by LightLDA,54.0,-0.02134
1873,19,Topics learned by LightLDA,55.0,-0.01997
1874,19,Topics learned by LightLDA,56.0,-0.02472
1875,19,Topics learned by LightLDA,57.0,-0.03406
1876,19,Topics learned by LightLDA,58.0,-0.04092
1877,19,Topics learned by LightLDA,59.0,-0.0443
1878,19,Topics learned by LightLDA,60.0,-0.0313
1879,19,Topics learned by LightLDA,61.0,-0.02167
1880,19,Topics learned by LightLDA,62.0,-0.09149
1881,19,Topics learned by LightLDA,63.0,-0.02901
1882,19,Topics learned by LightLDA,64.0,-0.02835
1883,19,Topics learned by LightLDA,65.0,-0.02626
1884,19,Topics learned by LightLDA,66.0,-0.03245
1885,19,Topics learned by LightLDA,67.0,-0.03458
1886,19,Topics learned by LightLDA,68.0,-0.06124
1887,19,Topics learned by LightLDA,69.0,-0.02301
1888,19,Topics learned by LightLDA,70.0,-0.03639
1889,19,Topics learned by LightLDA,71.0,-0.01638
1890,19,Topics learned by LightLDA,72.0,-0.07325
1891,19,Topics learned by LightLDA,73.0,-0.03591
1892,19,Topics learned by LightLDA,74.0,-0.02458
1893,19,Topics learned by LightLDA,75.0,-0.00129
1894,19,Topics learned by LightLDA,76.0,-0.06135
1895,19,Topics learned by LightLDA,77.0,-0.02038
1896,19,Topics learned by LightLDA,78.0,-0.01801
1897,19,Topics learned by LightLDA,79.0,-0.09621
1898,19,Topics learned by LightLDA,80.0,-0.05933
1899,19,Topics learned by LightLDA,81.0,-0.11286
1900,19,Topics learned by LightLDA,82.0,-0.00811
1901,19,Topics learned by LightLDA,83.0,-0.02097
1902,19,Topics learned by LightLDA,84.0,-0.06203
1903,19,Topics learned by LightLDA,85.0,-0.04789
1904,19,Topics learned by LightLDA,86.0,-0.07114
1905,19,Topics learned by LightLDA,87.0,-0.05411
1906,19,Topics learned by LightLDA,88.0,-0.09453
1907,19,Topics learned by LightLDA,89.0,-0.04241
1908,19,Topics learned by LightLDA,90.0,-0.05884
1909,19,Topics learned by LightLDA,91.0,-0.06614
1910,19,Topics learned by LightLDA,92.0,-0.04834
1911,19,Topics learned by LightLDA,93.0,-0.09591
1912,19,Topics learned by LightLDA,94.0,-0.07167
1913,19,Topics learned by LightLDA,95.0,-0.07253
1914,19,Topics learned by LightLDA,96.0,-0.06523
1915,19,Topics learned by LightLDA,97.0,-0.08407
1916,19,Topics learned by LightLDA,98.0,-0.0542
1917,19,Topics learned by LightLDA,99.0,-0.04743
1918,19,Topics learned by LightLDA,100.0,-0.03559
1919,22,Topics learned by LightLDA,0.0,0.13065
1920,22,Topics learned by LightLDA,1.0,0.10211
1921,22,Topics learned by LightLDA,2.0,0.09064
1922,22,Topics learned by LightLDA,3.0,0.10342
1923,22,Topics learned by LightLDA,4.0,0.13178
1924,22,Topics learned by LightLDA,5.0,0.10894
1925,22,Topics learned by LightLDA,6.0,0.09038
1926,22,Topics learned by LightLDA,7.0,0.05899
1927,22,Topics learned by LightLDA,8.0,0.07819
1928,22,Topics learned by LightLDA,9.0,0.10531
1929,22,Topics learned by LightLDA,10.0,0.08225
